"","pp_code","treatment","trial","block","pred_prob","pred_gain","pred_loss","pred_hotcold","uncens1_cens2","NrCards_perTrial","QneedAverage","Qtype1_average_5items","Qtype2_average_5items","Qtype1_average_4items","Qtype2_average_4items","Qtype1_average_3items"
"913",28,"B","b1p1g1l1","bl1","OneLossCard","+10p","-250p","hot",1,15,55.25,39.4,64,34.75,72.5,41.3333333333333
"914",28,"B","b2p1g2l2","bl2","OneLossCard","+30p","-750p","hot",1,9,55.25,39.4,64,34.75,72.5,41.3333333333333
"915",28,"B","b2p2g1l1","bl2","ThreeLossCards","+10p","-250p","hot",1,12,55.25,39.4,64,34.75,72.5,41.3333333333333
"916",28,"B","b2p2g1l2","bl2","ThreeLossCards","+10p","-750p","hot",1,0,55.25,39.4,64,34.75,72.5,41.3333333333333
"917",28,"B","b1p1g1l2","bl1","OneLossCard","+10p","-750p","hot",2,3,55.25,39.4,64,34.75,72.5,41.3333333333333
"918",28,"B","b1p1g2l1","bl1","OneLossCard","+30p","-250p","hot",1,16,55.25,39.4,64,34.75,72.5,41.3333333333333
"919",28,"B","b1p1g2l2","bl1","OneLossCard","+30p","-750p","hot",1,12,55.25,39.4,64,34.75,72.5,41.3333333333333
"920",28,"B","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","hot",2,2,55.25,39.4,64,34.75,72.5,41.3333333333333
"921",28,"B","b1p2g1l2","bl1","ThreeLossCards","+10p","-750p","hot",2,9,55.25,39.4,64,34.75,72.5,41.3333333333333
"922",28,"B","b1p2g2l1","bl1","ThreeLossCards","+30p","-250p","hot",2,1,55.25,39.4,64,34.75,72.5,41.3333333333333
"923",28,"B","b1p2g2l2","bl1","ThreeLossCards","+30p","-750p","hot",2,5,55.25,39.4,64,34.75,72.5,41.3333333333333
"924",28,"B","b2p1g1l1","bl2","OneLossCard","+10p","-250p","hot",2,15,55.25,39.4,64,34.75,72.5,41.3333333333333
"925",28,"B","b2p1g1l2","bl2","OneLossCard","+10p","-750p","hot",2,7,55.25,39.4,64,34.75,72.5,41.3333333333333
"926",28,"B","b2p1g2l1","bl2","OneLossCard","+30p","-250p","hot",2,7,55.25,39.4,64,34.75,72.5,41.3333333333333
"927",28,"B","b2p2g2l2","bl2","ThreeLossCards","+30p","-750p","hot",1,7,55.25,39.4,64,34.75,72.5,41.3333333333333
"928",28,"B","b3p1g1l1","bl3","OneLossCard","+10p","-250p","hot",1,17,55.25,39.4,64,34.75,72.5,41.3333333333333
"929",28,"B","b3p1g1l2","bl3","OneLossCard","+10p","-750p","hot",2,4,55.25,39.4,64,34.75,72.5,41.3333333333333
"930",28,"B","b2p2g2l1","bl2","ThreeLossCards","+30p","-250p","hot",1,8,55.25,39.4,64,34.75,72.5,41.3333333333333
"931",28,"B","b3p1g2l2","bl3","OneLossCard","+30p","-750p","hot",1,7,55.25,39.4,64,34.75,72.5,41.3333333333333
"932",28,"B","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","hot",1,8,55.25,39.4,64,34.75,72.5,41.3333333333333
"933",28,"B","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","hot",1,0,55.25,39.4,64,34.75,72.5,41.3333333333333
"934",28,"B","b3p1g2l1","bl3","OneLossCard","+30p","-250p","hot",2,5,55.25,39.4,64,34.75,72.5,41.3333333333333
"935",28,"B","b3p2g2l2","bl3","ThreeLossCards","+30p","-750p","hot",2,1,55.25,39.4,64,34.75,72.5,41.3333333333333
"936",28,"B","b3p2g2l1","bl3","ThreeLossCards","+30p","-250p","hot",1,8,55.25,39.4,64,34.75,72.5,41.3333333333333
"937",28,"B","b2p1g2l1","bl2","OneLossCard","+30p","-250p","cold",1,18,56.25,43,79.2,39.25,84,35.3333333333333
"938",28,"B","b2p1g2l2","bl2","OneLossCard","+30p","-750p","cold",1,11,56.25,43,79.2,39.25,84,35.3333333333333
"939",28,"B","b2p1g1l2","bl2","OneLossCard","+10p","-750p","cold",1,7,56.25,43,79.2,39.25,84,35.3333333333333
"940",28,"B","b2p2g2l1","bl2","ThreeLossCards","+30p","-250p","cold",1,7,56.25,43,79.2,39.25,84,35.3333333333333
"941",28,"B","b2p2g2l2","bl2","ThreeLossCards","+30p","-750p","cold",1,7,56.25,43,79.2,39.25,84,35.3333333333333
"942",28,"B","b3p1g1l1","bl3","OneLossCard","+10p","-250p","cold",2,12,56.25,43,79.2,39.25,84,35.3333333333333
"943",28,"B","b3p1g1l2","bl3","OneLossCard","+10p","-750p","cold",1,10,56.25,43,79.2,39.25,84,35.3333333333333
"944",28,"B","b3p1g2l1","bl3","OneLossCard","+30p","-250p","cold",1,15,56.25,43,79.2,39.25,84,35.3333333333333
"945",28,"B","b3p1g2l2","bl3","OneLossCard","+30p","-750p","cold",1,10,56.25,43,79.2,39.25,84,35.3333333333333
"946",28,"B","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","cold",2,7,56.25,43,79.2,39.25,84,35.3333333333333
"947",28,"B","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","cold",1,0,56.25,43,79.2,39.25,84,35.3333333333333
"948",28,"B","b3p2g2l1","bl3","ThreeLossCards","+30p","-250p","cold",2,7,56.25,43,79.2,39.25,84,35.3333333333333
"949",28,"B","b3p2g2l2","bl3","ThreeLossCards","+30p","-750p","cold",1,7,56.25,43,79.2,39.25,84,35.3333333333333
"950",28,"B","b1p1g1l2","bl1","OneLossCard","+10p","-750p","cold",1,7,56.25,43,79.2,39.25,84,35.3333333333333
"951",28,"B","b2p2g1l1","bl2","ThreeLossCards","+10p","-250p","cold",2,12,56.25,43,79.2,39.25,84,35.3333333333333
"952",28,"B","b2p2g1l2","bl2","ThreeLossCards","+10p","-750p","cold",1,0,56.25,43,79.2,39.25,84,35.3333333333333
"953",28,"B","b1p1g1l1","bl1","OneLossCard","+10p","-250p","cold",2,17,56.25,43,79.2,39.25,84,35.3333333333333
"954",28,"B","b1p2g1l2","bl1","ThreeLossCards","+10p","-750p","cold",1,0,56.25,43,79.2,39.25,84,35.3333333333333
"955",28,"B","b1p1g2l1","bl1","OneLossCard","+30p","-250p","cold",2,18,56.25,43,79.2,39.25,84,35.3333333333333
"956",28,"B","b1p1g2l2","bl1","OneLossCard","+30p","-750p","cold",1,12,56.25,43,79.2,39.25,84,35.3333333333333
"957",28,"B","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","cold",2,12,56.25,43,79.2,39.25,84,35.3333333333333
"958",28,"B","b1p2g2l1","bl1","ThreeLossCards","+30p","-250p","cold",1,14,56.25,43,79.2,39.25,84,35.3333333333333
"959",28,"B","b1p2g2l2","bl1","ThreeLossCards","+30p","-750p","cold",1,7,56.25,43,79.2,39.25,84,35.3333333333333
"960",28,"B","b2p1g1l1","bl2","OneLossCard","+10p","-250p","cold",1,14,56.25,43,79.2,39.25,84,35.3333333333333
"961",29,"A","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","hot",2,1,61.375,73.2,5.2,71.25,6.25,68
"962",29,"A","b3p1g1l2","bl3","OneLossCard","+10p","-750p","hot",1,16,61.375,73.2,5.2,71.25,6.25,68
"963",29,"A","b3p1g2l1","bl3","OneLossCard","+30p","-250p","hot",1,11,61.375,73.2,5.2,71.25,6.25,68
"964",29,"A","b3p1g2l2","bl3","OneLossCard","+30p","-750p","hot",2,2,61.375,73.2,5.2,71.25,6.25,68
"965",29,"A","b1p1g1l1","bl1","OneLossCard","+10p","-250p","hot",2,3,61.375,73.2,5.2,71.25,6.25,68
"966",29,"A","b1p1g1l2","bl1","OneLossCard","+10p","-750p","hot",2,9,61.375,73.2,5.2,71.25,6.25,68
"967",29,"A","b1p1g2l1","bl1","OneLossCard","+30p","-250p","hot",1,15,61.375,73.2,5.2,71.25,6.25,68
"968",29,"A","b1p1g2l2","bl1","OneLossCard","+30p","-750p","hot",2,3,61.375,73.2,5.2,71.25,6.25,68
"969",29,"A","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","hot",2,1,61.375,73.2,5.2,71.25,6.25,68
"970",29,"A","b1p2g1l2","bl1","ThreeLossCards","+10p","-750p","hot",2,1,61.375,73.2,5.2,71.25,6.25,68
"971",29,"A","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","hot",1,0,61.375,73.2,5.2,71.25,6.25,68
"972",29,"A","b3p2g2l1","bl3","ThreeLossCards","+30p","-250p","hot",1,0,61.375,73.2,5.2,71.25,6.25,68
"973",29,"A","b3p2g2l2","bl3","ThreeLossCards","+30p","-750p","hot",1,0,61.375,73.2,5.2,71.25,6.25,68
"974",29,"A","b2p1g1l2","bl2","OneLossCard","+10p","-750p","hot",1,8,61.375,73.2,5.2,71.25,6.25,68
"975",29,"A","b2p1g2l1","bl2","OneLossCard","+30p","-250p","hot",1,4,61.375,73.2,5.2,71.25,6.25,68
"976",29,"A","b2p1g2l2","bl2","OneLossCard","+30p","-750p","hot",2,2,61.375,73.2,5.2,71.25,6.25,68
"977",29,"A","b2p2g1l1","bl2","ThreeLossCards","+10p","-250p","hot",2,2,61.375,73.2,5.2,71.25,6.25,68
"978",29,"A","b2p2g1l2","bl2","ThreeLossCards","+10p","-750p","hot",1,6,61.375,73.2,5.2,71.25,6.25,68
"979",29,"A","b2p2g2l1","bl2","ThreeLossCards","+30p","-250p","hot",2,4,61.375,73.2,5.2,71.25,6.25,68
"980",29,"A","b2p2g2l2","bl2","ThreeLossCards","+30p","-750p","hot",2,2,61.375,73.2,5.2,71.25,6.25,68
"981",29,"A","b3p1g1l1","bl3","OneLossCard","+10p","-250p","hot",2,6,61.375,73.2,5.2,71.25,6.25,68
"982",29,"A","b2p1g1l1","bl2","OneLossCard","+10p","-250p","hot",1,8,61.375,73.2,5.2,71.25,6.25,68
"983",29,"A","b1p2g2l1","bl1","ThreeLossCards","+30p","-250p","hot",1,0,61.375,73.2,5.2,71.25,6.25,68
"984",29,"A","b1p2g2l2","bl1","ThreeLossCards","+30p","-750p","hot",2,1,61.375,73.2,5.2,71.25,6.25,68
"985",29,"A","b1p1g2l1","bl1","OneLossCard","+30p","-250p","cold",2,20,46.625,69.4,22,71,14,76.3333333333333
"986",29,"A","b1p1g2l2","bl1","OneLossCard","+30p","-750p","cold",1,16,46.625,69.4,22,71,14,76.3333333333333
"987",29,"A","b1p1g1l2","bl1","OneLossCard","+10p","-750p","cold",1,8,46.625,69.4,22,71,14,76.3333333333333
"988",29,"A","b2p2g2l1","bl2","ThreeLossCards","+30p","-250p","cold",1,5,46.625,69.4,22,71,14,76.3333333333333
"989",29,"A","b2p2g2l2","bl2","ThreeLossCards","+30p","-750p","cold",2,8,46.625,69.4,22,71,14,76.3333333333333
"990",29,"A","b3p1g1l1","bl3","OneLossCard","+10p","-250p","cold",1,10,46.625,69.4,22,71,14,76.3333333333333
"991",29,"A","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","cold",1,5,46.625,69.4,22,71,14,76.3333333333333
"992",29,"A","b1p2g1l2","bl1","ThreeLossCards","+10p","-750p","cold",1,0,46.625,69.4,22,71,14,76.3333333333333
"993",29,"A","b1p2g2l1","bl1","ThreeLossCards","+30p","-250p","cold",2,10,46.625,69.4,22,71,14,76.3333333333333
"994",29,"A","b1p2g2l2","bl1","ThreeLossCards","+30p","-750p","cold",2,16,46.625,69.4,22,71,14,76.3333333333333
"995",29,"A","b2p1g1l1","bl2","OneLossCard","+10p","-250p","cold",1,6,46.625,69.4,22,71,14,76.3333333333333
"996",29,"A","b2p1g1l2","bl2","OneLossCard","+10p","-750p","cold",1,6,46.625,69.4,22,71,14,76.3333333333333
"997",29,"A","b2p1g2l1","bl2","OneLossCard","+30p","-250p","cold",2,20,46.625,69.4,22,71,14,76.3333333333333
"998",29,"A","b2p1g2l2","bl2","OneLossCard","+30p","-750p","cold",1,10,46.625,69.4,22,71,14,76.3333333333333
"999",29,"A","b2p2g1l1","bl2","ThreeLossCards","+10p","-250p","cold",1,0,46.625,69.4,22,71,14,76.3333333333333
"1000",29,"A","b2p2g1l2","bl2","ThreeLossCards","+10p","-750p","cold",1,0,46.625,69.4,22,71,14,76.3333333333333
"1001",29,"A","b1p1g1l1","bl1","OneLossCard","+10p","-250p","cold",1,16,46.625,69.4,22,71,14,76.3333333333333
"1002",29,"A","b3p1g1l2","bl3","OneLossCard","+10p","-750p","cold",1,0,46.625,69.4,22,71,14,76.3333333333333
"1003",29,"A","b3p1g2l1","bl3","OneLossCard","+30p","-250p","cold",2,20,46.625,69.4,22,71,14,76.3333333333333
"1004",29,"A","b3p1g2l2","bl3","OneLossCard","+30p","-750p","cold",1,16,46.625,69.4,22,71,14,76.3333333333333
"1005",29,"A","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","cold",2,4,46.625,69.4,22,71,14,76.3333333333333
"1006",29,"A","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","cold",1,0,46.625,69.4,22,71,14,76.3333333333333
"1007",29,"A","b3p2g2l1","bl3","ThreeLossCards","+30p","-250p","cold",2,9,46.625,69.4,22,71,14,76.3333333333333
"1008",29,"A","b3p2g2l2","bl3","ThreeLossCards","+30p","-750p","cold",2,6,46.625,69.4,22,71,14,76.3333333333333
"1009",3,"A","b2p1g2l1","bl2","OneLossCard","+30p","-250p","hot",2,11,43.875,45.8,26.8,56.5,30.5,47
"1010",3,"A","b2p1g2l2","bl2","OneLossCard","+30p","-750p","hot",1,13,43.875,45.8,26.8,56.5,30.5,47
"1011",3,"A","b2p2g1l1","bl2","ThreeLossCards","+10p","-250p","hot",2,1,43.875,45.8,26.8,56.5,30.5,47
"1012",3,"A","b2p2g2l1","bl2","ThreeLossCards","+30p","-250p","hot",2,6,43.875,45.8,26.8,56.5,30.5,47
"1013",3,"A","b2p2g2l2","bl2","ThreeLossCards","+30p","-750p","hot",2,1,43.875,45.8,26.8,56.5,30.5,47
"1014",3,"A","b3p1g1l1","bl3","OneLossCard","+10p","-250p","hot",1,6,43.875,45.8,26.8,56.5,30.5,47
"1015",3,"A","b3p1g1l2","bl3","OneLossCard","+10p","-750p","hot",2,13,43.875,45.8,26.8,56.5,30.5,47
"1016",3,"A","b3p1g2l1","bl3","OneLossCard","+30p","-250p","hot",1,9,43.875,45.8,26.8,56.5,30.5,47
"1017",3,"A","b3p1g2l2","bl3","OneLossCard","+30p","-750p","hot",1,13,43.875,45.8,26.8,56.5,30.5,47
"1018",3,"A","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","hot",1,11,43.875,45.8,26.8,56.5,30.5,47
"1019",3,"A","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","hot",1,2,43.875,45.8,26.8,56.5,30.5,47
"1020",3,"A","b3p2g2l1","bl3","ThreeLossCards","+30p","-250p","hot",2,1,43.875,45.8,26.8,56.5,30.5,47
"1021",3,"A","b3p2g2l2","bl3","ThreeLossCards","+30p","-750p","hot",2,3,43.875,45.8,26.8,56.5,30.5,47
"1022",3,"A","b1p1g1l2","bl1","OneLossCard","+10p","-750p","hot",2,1,43.875,45.8,26.8,56.5,30.5,47
"1023",3,"A","b1p1g2l1","bl1","OneLossCard","+30p","-250p","hot",1,16,43.875,45.8,26.8,56.5,30.5,47
"1024",3,"A","b2p2g1l2","bl2","ThreeLossCards","+10p","-750p","hot",2,7,43.875,45.8,26.8,56.5,30.5,47
"1025",3,"A","b1p1g1l1","bl1","OneLossCard","+10p","-250p","hot",1,17,43.875,45.8,26.8,56.5,30.5,47
"1026",3,"A","b1p2g1l2","bl1","ThreeLossCards","+10p","-750p","hot",1,6,43.875,45.8,26.8,56.5,30.5,47
"1027",3,"A","b1p2g2l1","bl1","ThreeLossCards","+30p","-250p","hot",2,1,43.875,45.8,26.8,56.5,30.5,47
"1028",3,"A","b1p1g2l2","bl1","OneLossCard","+30p","-750p","hot",1,14,43.875,45.8,26.8,56.5,30.5,47
"1029",3,"A","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","hot",2,11,43.875,45.8,26.8,56.5,30.5,47
"1030",3,"A","b2p1g1l2","bl2","OneLossCard","+10p","-750p","hot",1,2,43.875,45.8,26.8,56.5,30.5,47
"1031",3,"A","b1p2g2l2","bl1","ThreeLossCards","+30p","-750p","hot",1,11,43.875,45.8,26.8,56.5,30.5,47
"1032",3,"A","b2p1g1l1","bl2","OneLossCard","+10p","-250p","hot",1,9,43.875,45.8,26.8,56.5,30.5,47
"1033",3,"A","b2p1g1l2","bl2","OneLossCard","+10p","-750p","cold",1,7,48.625,47.6,42,58.25,42.75,52.6666666666667
"1034",3,"A","b2p1g1l1","bl2","OneLossCard","+10p","-250p","cold",1,8,48.625,47.6,42,58.25,42.75,52.6666666666667
"1035",3,"A","b1p1g1l1","bl1","OneLossCard","+10p","-250p","cold",1,10,48.625,47.6,42,58.25,42.75,52.6666666666667
"1036",3,"A","b1p1g1l2","bl1","OneLossCard","+10p","-750p","cold",1,5,48.625,47.6,42,58.25,42.75,52.6666666666667
"1037",3,"A","b1p1g2l1","bl1","OneLossCard","+30p","-250p","cold",1,15,48.625,47.6,42,58.25,42.75,52.6666666666667
"1038",3,"A","b1p1g2l2","bl1","OneLossCard","+30p","-750p","cold",1,6,48.625,47.6,42,58.25,42.75,52.6666666666667
"1039",3,"A","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","cold",2,5,48.625,47.6,42,58.25,42.75,52.6666666666667
"1040",3,"A","b1p2g1l2","bl1","ThreeLossCards","+10p","-750p","cold",2,5,48.625,47.6,42,58.25,42.75,52.6666666666667
"1041",3,"A","b1p2g2l1","bl1","ThreeLossCards","+30p","-250p","cold",1,6,48.625,47.6,42,58.25,42.75,52.6666666666667
"1042",3,"A","b1p2g2l2","bl1","ThreeLossCards","+30p","-750p","cold",1,10,48.625,47.6,42,58.25,42.75,52.6666666666667
"1043",3,"A","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","cold",2,4,48.625,47.6,42,58.25,42.75,52.6666666666667
"1044",3,"A","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","cold",1,5,48.625,47.6,42,58.25,42.75,52.6666666666667
"1045",3,"A","b3p2g2l1","bl3","ThreeLossCards","+30p","-250p","cold",2,9,48.625,47.6,42,58.25,42.75,52.6666666666667
"1046",3,"A","b2p1g2l1","bl2","OneLossCard","+30p","-250p","cold",2,17,48.625,47.6,42,58.25,42.75,52.6666666666667
"1047",3,"A","b2p1g2l2","bl2","OneLossCard","+30p","-750p","cold",1,14,48.625,47.6,42,58.25,42.75,52.6666666666667
"1048",3,"A","b2p2g1l1","bl2","ThreeLossCards","+10p","-250p","cold",2,12,48.625,47.6,42,58.25,42.75,52.6666666666667
"1049",3,"A","b2p2g1l2","bl2","ThreeLossCards","+10p","-750p","cold",1,4,48.625,47.6,42,58.25,42.75,52.6666666666667
"1050",3,"A","b2p2g2l1","bl2","ThreeLossCards","+30p","-250p","cold",2,13,48.625,47.6,42,58.25,42.75,52.6666666666667
"1051",3,"A","b2p2g2l2","bl2","ThreeLossCards","+30p","-750p","cold",2,10,48.625,47.6,42,58.25,42.75,52.6666666666667
"1052",3,"A","b3p1g1l1","bl3","OneLossCard","+10p","-250p","cold",2,14,48.625,47.6,42,58.25,42.75,52.6666666666667
"1053",3,"A","b3p1g1l2","bl3","OneLossCard","+10p","-750p","cold",1,4,48.625,47.6,42,58.25,42.75,52.6666666666667
"1054",3,"A","b3p1g2l1","bl3","OneLossCard","+30p","-250p","cold",2,15,48.625,47.6,42,58.25,42.75,52.6666666666667
"1055",3,"A","b3p1g2l2","bl3","OneLossCard","+30p","-750p","cold",1,11,48.625,47.6,42,58.25,42.75,52.6666666666667
"1056",3,"A","b3p2g2l2","bl3","ThreeLossCards","+30p","-750p","cold",2,10,48.625,47.6,42,58.25,42.75,52.6666666666667
"1057",31,"B","b1p1g2l1","bl1","OneLossCard","+30p","-250p","hot",2,14,38.875,71.6,56.6,84.75,63,84
"1058",31,"B","b1p1g2l2","bl1","OneLossCard","+30p","-750p","hot",2,9,38.875,71.6,56.6,84.75,63,84
"1059",31,"B","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","hot",1,8,38.875,71.6,56.6,84.75,63,84
"1060",31,"B","b2p2g2l1","bl2","ThreeLossCards","+30p","-250p","hot",2,7,38.875,71.6,56.6,84.75,63,84
"1061",31,"B","b2p2g2l2","bl2","ThreeLossCards","+30p","-750p","hot",1,8,38.875,71.6,56.6,84.75,63,84
"1062",31,"B","b3p1g1l1","bl3","OneLossCard","+10p","-250p","hot",2,4,38.875,71.6,56.6,84.75,63,84
"1063",31,"B","b3p1g1l2","bl3","OneLossCard","+10p","-750p","hot",2,2,38.875,71.6,56.6,84.75,63,84
"1064",31,"B","b1p2g1l2","bl1","ThreeLossCards","+10p","-750p","hot",1,2,38.875,71.6,56.6,84.75,63,84
"1065",31,"B","b1p2g2l1","bl1","ThreeLossCards","+30p","-250p","hot",2,2,38.875,71.6,56.6,84.75,63,84
"1066",31,"B","b1p2g2l2","bl1","ThreeLossCards","+30p","-750p","hot",2,3,38.875,71.6,56.6,84.75,63,84
"1067",31,"B","b2p1g1l1","bl2","OneLossCard","+10p","-250p","hot",1,7,38.875,71.6,56.6,84.75,63,84
"1068",31,"B","b2p1g1l2","bl2","OneLossCard","+10p","-750p","hot",2,8,38.875,71.6,56.6,84.75,63,84
"1069",31,"B","b2p1g2l1","bl2","OneLossCard","+30p","-250p","hot",1,14,38.875,71.6,56.6,84.75,63,84
"1070",31,"B","b2p1g2l2","bl2","OneLossCard","+30p","-750p","hot",1,10,38.875,71.6,56.6,84.75,63,84
"1071",31,"B","b2p2g1l1","bl2","ThreeLossCards","+10p","-250p","hot",1,7,38.875,71.6,56.6,84.75,63,84
"1072",31,"B","b2p2g1l2","bl2","ThreeLossCards","+10p","-750p","hot",2,4,38.875,71.6,56.6,84.75,63,84
"1073",31,"B","b1p1g1l1","bl1","OneLossCard","+10p","-250p","hot",2,6,38.875,71.6,56.6,84.75,63,84
"1074",31,"B","b1p1g1l2","bl1","OneLossCard","+10p","-750p","hot",1,12,38.875,71.6,56.6,84.75,63,84
"1075",31,"B","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","hot",1,1,38.875,71.6,56.6,84.75,63,84
"1076",31,"B","b3p1g2l1","bl3","OneLossCard","+30p","-250p","hot",1,13,38.875,71.6,56.6,84.75,63,84
"1077",31,"B","b3p1g2l2","bl3","OneLossCard","+30p","-750p","hot",1,12,38.875,71.6,56.6,84.75,63,84
"1078",31,"B","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","hot",1,5,38.875,71.6,56.6,84.75,63,84
"1079",31,"B","b3p2g2l1","bl3","ThreeLossCards","+30p","-250p","hot",2,2,38.875,71.6,56.6,84.75,63,84
"1080",31,"B","b3p2g2l2","bl3","ThreeLossCards","+30p","-750p","hot",1,10,38.875,71.6,56.6,84.75,63,84
"1081",31,"B","b1p1g1l2","bl1","OneLossCard","+10p","-750p","cold",1,5,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1082",31,"B","b1p1g1l1","bl1","OneLossCard","+10p","-250p","cold",1,8,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1083",31,"B","b2p2g1l1","bl2","ThreeLossCards","+10p","-250p","cold",1,10,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1084",31,"B","b2p2g1l2","bl2","ThreeLossCards","+10p","-750p","cold",1,4,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1085",31,"B","b2p2g2l1","bl2","ThreeLossCards","+30p","-250p","cold",2,9,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1086",31,"B","b1p1g2l1","bl1","OneLossCard","+30p","-250p","cold",1,14,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1087",31,"B","b1p1g2l2","bl1","OneLossCard","+30p","-750p","cold",1,13,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1088",31,"B","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","cold",1,6,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1089",31,"B","b1p2g1l2","bl1","ThreeLossCards","+10p","-750p","cold",1,4,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1090",31,"B","b1p2g2l1","bl1","ThreeLossCards","+30p","-250p","cold",1,9,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1091",31,"B","b1p2g2l2","bl1","ThreeLossCards","+30p","-750p","cold",1,9,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1092",31,"B","b2p1g1l1","bl2","OneLossCard","+10p","-250p","cold",1,8,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1093",31,"B","b2p1g1l2","bl2","OneLossCard","+10p","-750p","cold",1,6,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1094",31,"B","b2p1g2l1","bl2","OneLossCard","+30p","-250p","cold",2,22,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1095",31,"B","b2p1g2l2","bl2","OneLossCard","+30p","-750p","cold",1,16,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1096",31,"B","b3p1g1l1","bl3","OneLossCard","+10p","-250p","cold",1,13,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1097",31,"B","b3p1g1l2","bl3","OneLossCard","+10p","-750p","cold",1,7,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1098",31,"B","b3p1g2l1","bl3","OneLossCard","+30p","-250p","cold",2,19,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1099",31,"B","b2p2g2l2","bl2","ThreeLossCards","+30p","-750p","cold",2,12,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1100",31,"B","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","cold",1,9,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1101",31,"B","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","cold",2,3,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1102",31,"B","b3p2g2l1","bl3","ThreeLossCards","+30p","-250p","cold",2,15,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1103",31,"B","b3p1g2l2","bl3","OneLossCard","+30p","-750p","cold",1,9,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1104",31,"B","b3p2g2l2","bl3","ThreeLossCards","+30p","-750p","cold",2,5,35.625,77.6,38.8,79.5,33.25,82.6666666666667
"1105",32,"B","b2p1g1l2","bl2","OneLossCard","+10p","-750p","hot",1,9,51.5,70.2,48.8,78.25,50,76
"1106",32,"B","b2p1g2l1","bl2","OneLossCard","+30p","-250p","hot",1,18,51.5,70.2,48.8,78.25,50,76
"1107",32,"B","b1p1g1l1","bl1","OneLossCard","+10p","-250p","hot",1,13,51.5,70.2,48.8,78.25,50,76
"1108",32,"B","b1p1g1l2","bl1","OneLossCard","+10p","-750p","hot",2,1,51.5,70.2,48.8,78.25,50,76
"1109",32,"B","b1p1g2l1","bl1","OneLossCard","+30p","-250p","hot",1,19,51.5,70.2,48.8,78.25,50,76
"1110",32,"B","b2p1g1l1","bl2","OneLossCard","+10p","-250p","hot",1,13,51.5,70.2,48.8,78.25,50,76
"1111",32,"B","b1p2g1l1","bl1","ThreeLossCards","+10p","-250p","hot",1,12,51.5,70.2,48.8,78.25,50,76
"1112",32,"B","b3p1g2l1","bl3","OneLossCard","+30p","-250p","hot",2,10,51.5,70.2,48.8,78.25,50,76
"1113",32,"B","b3p1g2l2","bl3","OneLossCard","+30p","-750p","hot",1,10,51.5,70.2,48.8,78.25,50,76
"1114",32,"B","b3p2g1l1","bl3","ThreeLossCards","+10p","-250p","hot",2,2,51.5,70.2,48.8,78.25,50,76
"1115",32,"B","b3p2g1l2","bl3","ThreeLossCards","+10p","-750p","hot",1,5,51.5,70.2,48.8,78.25,50,76
